section,category,metric,type,date,value
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Morgan County,Difference of percentage points,NA,-0.08
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Otero County,Difference of percentage points,NA,0.2
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Ouray County,Difference of percentage points,NA,0.01
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Park County,Difference of percentage points,NA,-0.22
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Phillips County,Difference of percentage points,NA,0.12
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Pitkin County,Difference of percentage points,NA,0.23
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Prowers County,Difference of percentage points,NA,0.07
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Pueblo County,Difference of percentage points,NA,1.83
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Rio Blanco County,Difference of percentage points,NA,0.11
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Rio Grande County,Difference of percentage points,NA,0
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Routt County,Difference of percentage points,NA,0.13
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Saguache County,Difference of percentage points,NA,0.01
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,San Juan County,Difference of percentage points,NA,0.06
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,San Miguel County,Difference of percentage points,NA,0.04
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Sedgwick County,Difference of percentage points,NA,0.12
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Summit County,Difference of percentage points,NA,0.27
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Teller County,Difference of percentage points,NA,-0.24
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Washington County,Difference of percentage points,NA,-0.03
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Weld County,Difference of percentage points,NA,-2.29
County-level Data,Difference Between Percent of Doses Distributed and Percent of State Population,Yuma County,Difference of percentage points,NA,0.03
Vaccine Administration,Distribution,Weekly,Pfizer,2020-12-06,46800
Vaccine Administration,Distribution,Weekly,Moderna,2020-12-06,0
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2020-12-06,46800
Vaccine Administration,Distribution,Weekly,Pfizer,2020-12-13,58500
Vaccine Administration,Distribution,Weekly,Moderna,2020-12-13,95600
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2020-12-13,154100
Vaccine Administration,Distribution,Weekly,Pfizer,2020-12-20,71175
Vaccine Administration,Distribution,Weekly,Moderna,2020-12-20,128600
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2020-12-20,199775
Vaccine Administration,Distribution,Weekly,Pfizer,2020-12-27,120900
Vaccine Administration,Distribution,Weekly,Moderna,2020-12-27,146500
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2020-12-27,267400
Vaccine Administration,Distribution,Weekly,Pfizer,2021-01-03,146250
Vaccine Administration,Distribution,Weekly,Moderna,2021-01-03,193800
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-01-03,340050
Vaccine Administration,Distribution,Weekly,Pfizer,2021-01-10,194025
Vaccine Administration,Distribution,Weekly,Moderna,2021-01-10,323400
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-01-10,517425
Vaccine Administration,Distribution,Weekly,Pfizer,2021-01-17,232050
Vaccine Administration,Distribution,Weekly,Moderna,2021-01-17,391400
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-01-17,623450
Vaccine Administration,Distribution,Weekly,Pfizer,2021-01-24,294450
Vaccine Administration,Distribution,Weekly,Moderna,2021-01-24,466500
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-01-24,760950
Vaccine Administration,Distribution,Weekly,Pfizer,2021-01-31,374400
Vaccine Administration,Distribution,Weekly,Moderna,2021-01-31,554200
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-01-31,928600
Vaccine Administration,Distribution,Weekly,Pfizer,2021-02-07,462150
Vaccine Administration,Distribution,Weekly,Moderna,2021-02-07,639100
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-02-07,1101250
Vaccine Administration,Distribution,Weekly,Pfizer,2021-02-14,488475
Vaccine Administration,Distribution,Weekly,Moderna,2021-02-14,639100
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-02-14,1127575
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2020-12-06,46800
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2020-12-06,0
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2020-12-06,46800
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2020-12-13,11700
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2020-12-13,95600
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2020-12-13,107300
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2020-12-20,12675
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2020-12-20,33000
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2020-12-20,45675
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2020-12-27,49725
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2020-12-27,17900
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2020-12-27,67625
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-01-03,25350
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-01-03,47300
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-01-03,72650
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-01-10,47775
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-01-10,129600
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-01-10,177375
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-01-17,38025
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-01-17,68000
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-01-17,106025
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-01-24,62400
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-01-24,75100
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-01-24,137500
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-01-31,79950
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-01-31,87700
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-01-31,167650
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-02-07,87750
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-02-07,84900
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-02-07,172650
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-02-14,26325
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-02-14,0
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-02-14,26325
